Date,Close,Volume,VIX_Close,RSI_14,MACD,MACD_Signal,Next_Day_Return,Target_Up
2021-01-21,611.2078857421875,89019137,21.31999969482422,92.02457174875597,24.948953419594204,15.877243974621491,-0.035661067522266277,0
2021-01-22,589.4115600585938,125179403,21.90999984741211,80.21396601183541,26.050758832723545,17.9119469462419,-0.024653411714440132,0
2021-01-25,574.8805541992188,93050133,23.190000534057617,73.09646877975968,25.457953388897863,19.421148234773096,-0.02527635294483621,0
2021-01-26,560.3496704101562,100153482,23.020000457763672,66.50487242309663,23.544226731628896,20.245763934144257,-0.0032415585230387567,0
2021-01-27,558.5332641601562,59985191,37.209999084472656,63.020845001008084,21.63165945904916,20.522943039125238,-0.022764374944883148,0
2021-01-28,545.818603515625,96447533,30.209999084472656,55.49736138194762,18.872419755794112,20.192838382459016,-0.01663883761176166,0
2021-01-29,536.73681640625,90745237,33.09000015258789,51.77663797058979,15.771078911119503,19.308486488191114,0.03384085961444172,1
2021-02-01,554.9004516601562,67462398,30.239999771118164,54.76189790417159,14.610477028439618,18.368884596240814,0.034370277519996995,1
2021-02-02,573.9725341796875,78429188,25.559999465942383,56.22126337996849,15.056092084554052,17.706326093903463,-0.003164941259889753,0
2021-02-03,572.1559448242188,48738970,22.90999984741211,59.22327974939498,15.08872818181942,17.182806511486657,-0.004761684806697697,0
2021-02-04,569.4315185546875,46371900,21.770000457763672,56.50002587416018,14.725013305676498,16.691247870324627,0.007974647480922581,1
2021-02-05,573.9725341796875,53267273,20.8700008392334,56.28144352214053,14.634491349374457,16.279896566134596,0.04905015607244856,1
2021-02-17,602.1259765625,107614290,21.5,58.57138559634196,16.642653410166872,16.35244793494105,-0.004524475450754739,0
2021-02-18,599.4016723632812,53109010,22.489999771118164,53.36793212007757,17.809016474267082,16.643761642806258,-0.012121564503665083,0
2021-02-19,592.135986328125,50279585,22.049999237060547,43.999990783219,17.940283049042364,16.90306592405348,-0.0030673430117807987,0
2021-02-22,590.3197021484375,36474610,23.450000762939453,50.32678216967196,17.693790795013115,17.061210898245406,-0.013846236242733734,0
2021-02-23,582.14599609375,50076333,23.110000610351562,52.73971373136596,16.646997910200184,16.97836830063636,-0.02496089277701119,0
2021-02-24,567.6151123046875,66206750,21.34000015258789,52.73971373136596,14.477992835960663,16.478293207701224,0.015999688595654593,1
2021-02-25,576.69677734375,43231417,28.889999389648438,56.49345463543255,13.33810182266734,15.850254930694447,-0.04566888216243681,0
2021-02-26,550.3596801757812,111861175,27.950000762939453,51.479345708503615,10.192058641329822,14.718615672821523,0.004950486814320421,1
2021-03-02,553.084228515625,54041533,24.100000381469727,55.55560625960899,7.828404066066241,13.340573351470468,0.02134636071779661,1
2021-03-03,564.8905639648438,48252965,26.670000076293945,53.54842989597389,6.829141297167098,12.038286940609794,-0.033762221686545524,0
2021-03-04,545.818603515625,67711962,28.56999969482422,39.99987859562892,4.447008193993042,10.520031191286444,0.0,0
2021-03-05,545.818603515625,79918467,24.65999984741211,40.52281954634564,2.5299864385832507,8.922022240745806,-0.004991450001856301,0
2021-03-08,543.0941772460938,43219772,25.469999313354492,40.52281954634564,0.7818814128313534,7.2939940751629155,-0.005016939095116801,0
2021-03-09,540.3695068359375,68768861,24.030000686645508,37.74819522703198,-0.8139794966200498,5.672399360806323,0.0033614151557805894,1
2021-03-10,542.1859130859375,40146301,22.559999465942383,22.95074020252143,-1.910123249077742,4.15589483882951,0.020100698241416914,1
2021-03-11,553.084228515625,54416046,21.90999984741211,30.534306500440934,-1.8777762601840777,2.9491606190267925,0.008210019894651532,1
2021-03-12,557.6250610351562,33168846,20.690000534057617,35.15622497824995,-1.4688023640776464,2.065568022405905,-0.004886095631968401,0
2021-03-15,554.9004516601562,27416758,20.030000686645508,34.883653082223006,-1.3489904883351755,1.382656320257689,0.003273611176343172,1
2021-03-16,556.7169799804688,36949425,19.790000915527344,38.5246339624055,-1.09483943206385,0.8871571697933812,-0.010647114085556852,0
2021-03-17,550.78955078125,39517807,19.229999542236328,41.76789937647818,-1.3560847864092693,0.43850877855285114,-0.0033114527529283233,0
2021-03-18,548.9656372070312,29415526,21.579999923706055,35.394988842450005,-1.6908076165444754,0.012645499533385837,-0.018272334567417614,0
2021-03-19,538.9347534179688,70866028,20.950000762939453,42.73508718547405,-2.73397084707085,-0.5366777697874614,0.0033839541005358242,1
2021-03-22,540.7584838867188,34089033,18.8799991607666,42.07144085450744,-3.3746248410351427,-1.1042671840369978,0.001686383656853252,1
2021-03-23,541.67041015625,29374037,20.299999237060547,32.62891140465831,-3.765358212628257,-1.6364853897552498,-0.03030267519184815,0
2021-03-24,525.25634765625,107253959,21.200000762939453,33.980226117654226,-5.337962185100082,-2.3767807488242165,-0.0017365032884798515,0
2021-03-25,524.34423828125,67833354,19.809999465942383,33.50405839284643,-6.581988698460009,-3.2178223387513754,0.02608703952202207,1
2021-03-26,538.0228271484375,36829858,18.860000610351562,46.66551623117333,-6.390475445180414,-3.8523529600371833,0.015254398031711025,1
2021-03-29,546.2300415039062,37884733,20.739999771118164,53.59424914148134,-5.51289695975106,-4.184461759979959,-0.003338982480789565,0
2021-03-30,544.4061889648438,33099123,19.610000610351562,51.36156448351728,-4.908002941978111,-4.32916999637959,-0.016750394722783724,0
2021-03-31,535.2871704101562,38790886,19.399999618530273,38.8426273493324,-5.105594545612689,-4.48445490622621,0.025553511372959026,1
2021-04-01,548.9656372070312,43091157,17.329999923706055,45.12926287341768,-4.111059623973347,-4.409775849775637,0.013289152528842552,1
2021-04-07,556.2609252929688,24603109,17.15999984741211,50.72781391995549,-2.7030556115715854,-4.068431802134827,0.004918157440508386,1
2021-04-08,558.9967041015625,23976625,16.950000762939453,51.20770791258692,-1.3508757469068087,-3.5249205910892236,-0.004894087547422599,0
2021-04-09,556.2609252929688,27303862,16.690000534057617,52.99996586498463,-0.49431973798982654,-2.9188004204693443,-0.008196929067514125,0
2021-04-12,551.7012939453125,22606128,16.90999984741211,51.45627787319294,-0.18132685004195537,-2.3713057063838665,0.0,0
2021-04-13,551.7012939453125,25971622,16.649999618530273,57.60860154975144,0.06596190091488552,-1.883852184924116,0.011570543619844331,1
2021-04-14,558.0847778320312,30077913,16.989999771118164,59.79382439192686,0.7681787320761941,-1.3534460015240541,0.011437978726464237,1
2021-04-15,564.4681396484375,33530942,16.56999969482422,62.135923591878324,1.8188084884876616,-0.718995103521711,-0.014539730020157293,0
2021-04-16,556.2609252929688,48507383,16.25,68.08484277996885,1.9665177395021374,-0.18189253491694138,-0.01147548124658282,0
2021-04-19,549.8775634765625,24231637,17.290000915527344,63.99990897371884,1.5506198540650757,0.16460994287946207,-0.0016584169460663878,0
2021-04-20,548.9656372070312,34771635,18.68000030517578,56.97666364439394,1.1343567957792402,0.3585593134594177,-0.016611385069999707,0
2021-04-21,539.8465576171875,38458220,17.5,45.976943404790575,0.06784968259592006,0.3004173872867182,-0.0016890062302949982,0
2021-04-22,538.9347534179688,33868521,18.709999084472656,46.51164057647976,-0.8412425465605793,0.07208540051725869,0.01861242706180266,1
2021-04-23,548.9656372070312,27754511,17.329999923706055,58.62058619432208,-0.7437230215977024,-0.09107628390573352,0.013289152528842552,1
2021-04-26,556.2609252929688,30887664,17.639999389648438,55.0,-0.0768830561919458,-0.08823763836297599,0.0,0
2021-04-27,556.2609252929688,26317481,17.559999465942383,50.0,0.4464460683418565,0.018699102977990514,-0.013114867060085578,0
2021-04-28,548.9656372070312,24024054,17.280000686645508,42.857105604218226,0.2694137565674737,0.06884203369588715,-0.0033218989948359257,0
2021-04-29,547.1420288085938,31828333,17.610000610351562,43.42117778020454,-0.017830049473786858,0.05150761706195235,-0.020000167329010665,0
2021-05-03,536.1990966796875,41762441,18.309999465942383,39.75917605050012,-1.115615878741096,-0.1819170820986573,0.005101942086850331,1
2021-05-04,538.9347534179688,40273595,19.479999542236328,41.86055380314531,-1.7447618925920096,-0.4944860441973278,-0.010152428558987125,0
2021-05-05,533.4632568359375,29254785,19.149999618530273,34.11758684362832,-2.6542718941176418,-0.9264432141813906,0.00341900505957371,1
2021-05-06,535.2871704101562,30725590,18.389999389648438,30.00000836642954,-3.1911054632486184,-1.3793756639948362,0.020442991535487787,1
2021-05-07,546.2300415039062,28075722,16.690000534057617,43.3735406112861,-2.70240010436828,-1.6439805520695252,-0.016694465448258033,0
2021-05-10,537.1110229492188,20434079,19.65999984741211,41.86054113371131,-3.016157783632366,-1.9184159983820934,-0.0305605880527412,0
2021-05-11,520.6965942382812,59349193,21.84000015258789,34.95147145211348,-4.5370202752828845,-2.4421368537622516,-0.01926412008402678,0
2021-05-12,510.66583251953125,131741482,27.59000015258789,34.61548115135231,-6.477049996729534,-3.249119482355708,-0.02321427354878225,0
2021-05-13,498.81109619140625,66765627,23.1299991607666,31.03454244787129,-8.86888073917521,-4.373071733719609,0.018281262293483147,1
2021-05-14,507.92999267578125,37533726,18.809999465942383,30.43478766968616,-9.914319000295905,-5.481321187034868,-0.014362362073678914,0
2021-05-17,500.6349182128906,56270958,19.719999313354492,23.478256061614445,-11.202354130688832,-6.6255277757656605,0.04189400605493332,1
2021-05-18,521.6085205078125,43689316,21.34000015258789,36.23181200892424,-10.410728432903852,-7.382567907193299,-0.008740896654518382,0
2021-05-19,517.0491943359375,28908777,22.18000030517578,37.037041627705655,-10.03557502033982,-7.913169329822604,0.0,0
2021-05-20,517.0491943359375,29709287,20.670000076293945,37.593931043090016,-9.627285879210376,-8.255992639700159,0.010581686426246462,1
2021-05-21,522.5204467773438,27376731,20.149999618530273,44.09440996538508,-8.761235378678066,-8.35704118749574,-0.008725875265375715,0
2021-05-24,517.9609985351562,15629736,18.399999618530273,41.0852272756753,-8.346579314917904,-8.354948812980174,0.026408294901660634,1
2021-05-25,531.6394653320312,33039911,18.84000015258789,49.27536337322097,-6.8354288730198505,-8.051044824988109,0.0034305043602569363,1
2021-05-26,533.4632568359375,18703987,17.360000610351562,49.275314168756275,-5.428094829933116,-7.526454825977111,-0.005128221556745083,0
2021-05-27,530.7275390625,62169719,16.739999771118164,43.41073426159795,-4.4818579538296035,-6.91753545154761,0.013745825398139733,1
2021-05-28,538.0228271484375,29086873,16.760000228881836,50.393661156798295,-3.107468668501838,-6.155522094938456,0.011864481383138559,1
2021-06-01,545.3181762695312,17818326,17.899999618530273,67.92468616076474,-0.12600588866951057,-4.202501902492532,-0.005016848745642344,0
2021-06-02,542.5823974609375,21872755,17.479999542236328,75.00017430251107,0.722746002431677,-3.2174523215076904,0.0016807148071862343,1
2021-06-03,543.4943237304688,21077164,18.040000915527344,72.41401727155579,1.4522323887277935,-2.2835153794605936,-0.0016778947446440817,0
2021-06-04,542.5823974609375,15756180,16.420000076293945,78.7501040582944,1.934471394795196,-1.4399180246094359,-0.005042256911673926,0
2021-06-07,539.8465576171875,17077625,16.420000076293945,66.66666666666666,2.0720050855768477,-0.7375334025721791,-0.005067244811271965,0
2021-06-08,537.1110229492188,13396324,17.06999969482422,68.96550132420909,1.937927518396009,-0.20244121837854154,-0.005093393463451834,0
2021-06-09,534.3753051757812,20023490,17.889999389648438,65.57374171171755,1.5925624508615783,0.15655951546948246,0.022184289231377274,1
