Date,Close,Volume,VIX_Close,SOX_Ret,ADR_Ret,FX_Ret
2000-01-04,33.42903137207031,200662336736,27.010000228881836,-0.03628716773387164,0.006596535898787614,
2000-01-05,34.18019104003906,402466805912,26.40999984741211,-0.0127743466477368,0.006552880495533264,
2000-01-06,33.42903137207031,197545715802,25.729999542236328,-0.0135732015865625,-0.041666507852411994,
2000-01-07,32.48997497558594,235270344752,21.719999313354492,0.03200219250088421,0.03804338219177117,
2000-01-10,33.61678695678711,276171685539,21.709999084472656,0.07374589752713434,0.04057577190839656,
2000-01-11,33.053375244140625,277769544650,22.5,-0.033167456667938966,-0.013836285520186786,
2000-01-12,33.99245071411133,216246806621,22.84000015258789,0.03416587464269516,0.016581813625882624,
2000-01-13,33.42903137207031,147490954216,21.709999084472656,0.009964975439165746,0.020075097590751545,
2000-01-14,34.18019104003906,288318964353,19.65999984741211,0.08129729327806556,0.08610084698424703,
2000-01-17,35.119258880615234,155256940719,19.65999984741211,0.08129729327806556,0.08610084698424703,
2000-01-18,34.55585479736328,131648031590,21.5,-0.008026017431262744,-0.02491544794791778,
2000-01-19,34.55585479736328,134848688061,21.719999313354492,0.002564219893390396,-0.006968451247615026,
2000-01-20,34.18019104003906,125758120596,21.75,0.008864816047390534,-0.015204752553890977,
2000-01-21,34.93133544921875,113397441219,20.81999969482422,-0.01036214216168263,0.03800509490095605,
2000-01-24,35.3070068359375,175113122879,24.06999969482422,-0.018752702405727684,0.09267715137705324,
2000-01-25,36.24606704711914,223692148326,23.020000457763672,0.0335457612910699,0.0973824568824515,
2000-01-26,38.687416076660156,357880999032,23.030000686645508,-0.039703803982600205,-0.034350890061804806,
2000-01-27,39.0630989074707,287927232252,23.540000915527344,-0.005758635399510381,-0.06917032601314055,
2000-01-28,38.311946868896484,197904810671,26.139999389648438,-0.038065890417490644,-0.07749489658027497,
2000-01-31,38.124027252197266,168059342623,24.950000762939453,0.03878452727879744,-0.04487911137809941,
2000-02-01,37.936279296875,153081850577,23.450000762939453,0.03132149334815093,0.1204823089572924,
2000-02-02,37.936279296875,0,23.1200008392334,0.02931094378476562,-0.003226110211472011,
2000-02-03,37.936279296875,0,22.010000228881836,0.053889523888385416,0.18446616589498355,
2000-02-04,37.936279296875,0,21.540000915527344,-0.0028031416962240874,-0.024590188214903552,
2000-02-07,37.936279296875,0,22.790000915527344,0.040275524838192966,-0.005602086286872976,
2000-02-08,37.936279296875,0,21.25,0.018926280437584486,-0.03849786937349231,
2000-02-09,39.626502990722656,252580321587,22.899999618530273,-0.01798775706360145,-0.04687482133396348,
2000-02-10,40.18991470336914,177540543615,23.06999969482422,0.04379535354994912,0.060450879937029134,
2000-02-11,41.12897872924805,215027859365,24.420000076293945,-0.03276465066238177,-0.04927544725814936,
2000-02-14,40.18991470336914,140301270822,24.3799991607666,0.014821503655118473,0.008129718512803752,
2000-02-15,40.377655029296875,105105248690,22.920000076293945,0.030808737861900193,-0.0020156094566919913,
2000-02-16,40.00217056274414,79352313450,23.510000228881836,-0.0003248959158784759,0.0030301775889567395,
2000-02-17,39.626502990722656,116400258474,23.170000076293945,0.02608186709237148,0.009063479485529324,
2000-02-18,39.0630989074707,121805090619,26.0,-0.0437882742193898,-0.045908262029701,
2000-02-21,36.62155532836914,153903007581,26.0,-0.0437882742193898,-0.045908262029701,
2000-02-22,36.62155532836914,168143612807,25.860000610351562,0.0576852977012825,-0.054392962726887206,
2000-02-23,36.43382263183594,73892584628,23.889999389648438,0.017738634394595554,-0.02654900768181634,
2000-02-24,36.62155532836914,83371097848,24.3799991607666,0.05579210233901,0.018181745941031613,
2000-02-25,37.37287521362305,165796729239,25.200000762939453,-0.02978282854261316,0.04129469724696877,
2000-02-28,37.37287521362305,0,24.68000030517578,0.03334244946787779,-0.016077030582360652,
2000-02-29,37.74835205078125,98749286567,23.3700008392334,0.0975496938262499,0.04248340858612587,
2000-03-01,38.687416076660156,90504908649,21.639999389648438,0.0014695676680922531,0.028213280409429498,
2000-03-02,38.124027252197266,68745687934,21.059999465942383,-0.030899820845386783,-0.01626018074102642,
2000-03-03,38.124027252197266,58129351241,19.209999084472656,0.06635804974432014,0.07438037563865896,
2000-03-06,37.56062698364258,72312707991,21.5,0.026788531892631307,-0.05384632164416503,
2000-03-07,37.37287521362305,83737461434,24.309999465942383,0.016039649653384558,-0.05792700234840542,
